cluster,n,parallax_mean,parallax_std,parallax_median,pmra_mean,pmra_std,pmra_median,pmdec_mean,pmdec_std,pmdec_median,color_mean,color_std,color_median,M_G_mean,M_G_std,M_G_median,ra_mean,dec_mean,pm_mag_mean
1,122035,0.9056704256039626,0.8375254048506731,0.6552634847518931,2.6664115749822748,6.211842056239918,1.3967454358398217,-4.280871463028846,6.247991742824029,-2.62054214641787,1.5407964695890524,0.5516797218117827,1.402704,7.211825174416827,2.927729051021063,7.200315011296159,56.89691630841571,24.22474832454719,6.904779088525793
0,1151,7.290933616618426,0.49931142614451446,7.349364198624109,19.686053859065353,2.2445978548191756,19.8061014454413,-44.92483258083323,3.0853572101284046,-45.33844201798303,2.551569482015639,0.9260612576393782,2.924084000000001,9.908584624729594,2.9568886808001276,10.784652587291529,56.65385880164943,24.141298107479546,49.08873182471588
