ra,dec,parallax,pmra,pmdec,color,M_G,ruwe,prob,cluster
57.06939334323902,26.50311188523005,7.771877340288462,20.775924413454668,-49.073057631362026,3.02257,10.97792068862982,1.016582,1.0,0
58.26896651993362,22.801152586524747,7.293432572419531,19.03670012500196,-45.56094834136595,1.5994909999999989,7.415528861345518,1.0444378,1.0,0
58.31550471151817,22.870486617226987,7.730450865699229,19.49914419001883,-47.30489909870079,2.6985515000000007,9.973108120804458,1.0875376,1.0,0
58.256848955762266,22.97990043814057,7.420786200411975,18.67910400073735,-45.22834943525854,3.056284500000002,10.916733596754144,1.0472369,1.0,0
58.29240738957876,23.052790825962784,7.339353946453763,19.736552774957616,-46.53611248805149,2.585872,9.72399616208796,1.0626303,1.0,0
55.04463153936919,25.824830637268388,7.083079593121529,18.865772908616623,-43.41389944645241,3.0962200000000006,11.431732610135008,1.0204391,1.0,0
55.49621763545559,25.92071760336797,7.291083068714323,20.57773528871589,-45.13735752166035,1.362342,6.763434231321241,1.0878749,1.0,0
55.168079441605656,25.84659427533241,7.256145998522227,20.865652578504715,-45.70745967540279,2.8320019999999992,10.32256306218045,1.014686,1.0,0
55.29287492170479,25.76541903413525,7.797466246499463,21.563527220546952,-47.149997250522,2.892589000000001,10.500533517344206,1.0487144,1.0,0
55.17747786165172,25.70526832583363,7.396323568957691,20.78501557084721,-45.87098952659123,1.3088259999999998,6.658390510501537,1.1459452,1.0,0
55.85925726123208,26.04171814484886,7.531798746166224,21.04499085890347,-46.57714171018587,2.723057999999998,10.066801534552932,0.94088715,1.0,0
55.82948712890788,26.078747132934307,7.333114923095777,20.089343981375062,-45.585505053169854,2.924084000000001,10.582168456121678,1.1012641,1.0,0
55.94626178163878,26.07635238903365,7.123962622313409,20.134319603109525,-44.8751076038033,2.7806019999999982,10.09910816080217,1.1097306,1.0,0
55.73631518443275,25.980494465508183,7.206710612673411,21.229495411776,-45.770570685649055,3.0539439999999995,10.861077416012224,1.1191865,1.0,0
56.11018086631819,26.041466166309377,7.581977004819232,19.730613433431127,-48.05572530437978,2.540966000000001,9.305115314659895,1.0471511,1.0,0
55.90286954300196,25.783351422078248,7.7844963597866546,21.20974887341313,-47.425708976963705,2.7681240000000003,10.244764599459046,0.97793764,1.0,0
55.77098887380925,25.742928469245964,7.525572168680947,20.486585613944392,-47.0037030119274,3.044518000000002,10.9105676244884,1.0766809,1.0,0
59.07754410450524,23.964214301726617,7.444990183139546,18.991027601357587,-46.59379000993002,2.337705,9.091349647169562,1.073541,1.0,0
59.32027138426084,24.00899009889595,7.602595875652743,19.19173234565891,-46.886966066874,1.352995,6.7619495284967535,1.0650197,1.0,0
59.38781403425705,23.94626374387572,7.7564569906051215,19.65113593879149,-48.10405501535265,3.012344000000001,11.053323943402177,1.0044092,1.0,0
58.28042846026789,25.78915388449124,7.4420275178851645,20.009029858336262,-46.614910917999694,3.379369999999998,11.935282357750062,1.048844,1.0,0
58.24497934067102,25.43848141011749,7.570511532362098,18.051648108880084,-46.65833667184357,3.057627,11.877409126811184,1.0004035,1.0,0
58.98356165238337,23.56706328887505,7.487212114131658,19.137855370932986,-46.08277784358752,1.3021394999999991,6.630671684734633,1.0852377,1.0,0
58.35055879613578,23.799400414244115,7.312227582298997,20.125369913789854,-44.91480158209932,2.982058000000002,10.799042498556751,1.0887698,1.0,0
58.4483083989658,23.7417418173758,7.728498800241649,19.262269659732578,-47.78798858909191,2.9411439999999995,10.660087719212264,1.1809828,1.0,0
58.59373152659763,23.63651277018731,7.4050316715605184,18.36910938785275,-45.979828036328726,2.9705980000000007,10.821028601763889,1.0372041,1.0,0
58.51141173896991,23.583472053671844,7.410325385253006,18.72016296847561,-46.105024423670734,3.201618999999999,11.494795390718046,1.0951525,1.0,0
57.85075265100442,26.053004292026344,7.549094156257301,18.734513286680105,-46.23739946604758,2.624619000000001,9.799015210767852,0.99967563,1.0,0
57.82803686460933,26.05415071936616,7.274217633056106,18.95464920923878,-46.07317160935349,3.0912430000000004,11.208463451576309,0.99135786,1.0,0
57.824864278483496,26.022656116606907,7.311513112665016,19.310613657171864,-43.88758080502819,3.2816410000000005,11.37170231603366,1.1489267,1.0,0
58.16220136420259,25.84024414508696,7.515898557915286,20.317399685234925,-45.71550048962557,2.9164340000000006,10.551573548976574,1.0450416,1.0,0
59.12049699590219,24.03155863771737,7.345629821126317,20.13964775638265,-46.42745767715649,2.9411400000000008,10.868235192675725,1.0415274,1.0,0
58.7874571658436,24.083901130667407,7.323080413458586,18.337982236034204,-45.31658974362531,2.717466999999999,9.970109015371946,1.1166182,1.0,0
58.590039916938494,24.075488278861247,7.38953573788731,19.32826700251732,-45.65249948875221,0.6966169999999998,3.9402117692357272,0.99219394,1.0,0
58.61721631631697,23.94319560254113,7.347398824127069,19.161216207733634,-45.28122285091688,3.444320999999998,12.338856072106475,1.0999233,1.0,0
58.89344311764004,23.974417285254003,7.097516531348718,18.50662548390964,-43.286668333746405,3.180265000000002,11.513316063731754,0.998377,1.0,0
58.60004820565496,23.866179856011417,7.754253502491794,18.98260900484812,-47.24911819179592,3.3268890000000013,12.511845974414571,1.0725254,1.0,0
59.38888478791151,24.052986460733216,7.284318379289529,18.76077290795085,-45.312683297975326,1.1356590000000004,6.134410597302239,1.0724282,1.0,0
57.07348073664716,22.066808749749143,7.598022917417946,20.28401711880765,-45.30198551821394,2.9618620000000018,10.886704995773124,0.9693371,1.0,0
57.42386029705321,21.938530141788128,7.693911888971305,18.49628330801652,-45.132133448182365,3.404138,12.717538042195637,1.1129355,1.0,0
57.26243407904011,21.91285584411192,7.744726504099485,20.12501362565969,-48.426741461830574,3.308724999999999,11.950134428837876,0.9976961,1.0,0
56.9207509878919,21.81791678755716,7.718484158889624,20.973294616989108,-46.9808271632548,3.3765019999999986,12.452734085830452,0.97345626,1.0,0
58.21556121209022,22.525604769152533,7.41628216270488,18.9984064737152,-46.56403228084043,2.7907589999999995,10.123635223922877,1.0604233,1.0,0
58.472251631731964,22.510271900178736,7.639202700746432,20.753872670227032,-47.2661626127644,3.385904,12.338929169360622,1.0111068,1.0,0
58.23743741144484,22.43351088238098,7.425312317573574,18.812148988685426,-45.97078665314908,2.5229124999999986,9.54299862661037,1.0516557,1.0,0
58.47018383728589,22.41833148614529,7.449216493422733,19.46628363123858,-45.26295888165422,1.2946749999999998,6.03417398087079,1.1952622,1.0,0
58.99343210356197,24.54973327420377,7.504791433754841,18.608912286604085,-46.92634401642668,1.3281770000000002,6.684315136175581,1.0008076,1.0,0
58.398054567533606,26.118798687539105,7.156593213590406,17.58749587725939,-45.23920402507784,3.3380150000000004,11.277304661370955,1.0807465,1.0,0
57.84954902450772,22.11318468183651,7.293487191777333,18.72094455267673,-44.61699617699807,1.4535370000000007,7.038981123096512,0.9994613,1.0,0
58.05557458367478,26.14343846137552,7.360596113610154,18.75034410307632,-46.15502930421356,2.6743289999999984,9.89921194014392,1.041076,1.0,0
55.93374708446591,25.66362571551907,7.663925692212121,20.66660599513524,-45.99305032679887,3.116230999999999,11.61714942632146,0.95341307,1.0,0
55.51973531138045,25.88567302607641,7.455247491858338,21.057609030003384,-46.89673268846661,1.3656199999999998,6.768453326513338,1.1817119,1.0,0
55.47596879894866,25.729606115398568,7.416742738578558,21.901060782356616,-46.34521776764542,2.631919999999999,9.90897007541934,1.0264697,1.0,0
55.78162924002444,25.57459869043617,7.407633218727595,20.44428488081952,-45.94911671972156,2.8966010000000004,10.446061352827968,0.92638355,1.0,0
55.68259731255876,25.53492479218305,7.281823665960581,20.132943253920264,-45.387221011575406,2.634222999999998,9.838712790026488,1.0474272,1.0,0
55.65988578713487,25.478848353058403,7.234602964116197,20.460033482893287,-44.29195405773243,3.430447000000001,12.140483509877306,1.0223122,1.0,0
56.84147827794629,26.37966852781977,7.535994762888507,20.679228201590327,-46.72475675327605,2.943945000000001,10.862808939867964,1.0492511,1.0,0
56.87751552406311,26.278915634638096,7.392871542707543,20.97282841077188,-46.211325096638944,2.727454999999999,10.14769080017604,1.1019601,1.0,0
56.93293309774499,26.2240117157646,7.117148539463226,20.062687055667485,-44.78331391588192,3.045491,11.078669149632056,0.9817764,1.0,0
56.53968722097999,26.13864853414509,7.485472360190818,20.089646263149955,-45.749888817886266,1.2716520000000011,5.88735905542713,1.1745491,1.0,0
56.58103788137984,26.043073251837463,7.478152057866121,20.32368054054732,-45.98185989200832,1.992032,8.457949458424238,1.0073797,1.0,0
56.54213467684923,26.00237239619901,7.082930667980825,19.887445049674827,-45.07304476306744,3.188186999999999,11.583864953407648,0.9596296,1.0,0
56.42996532020241,26.04058588587512,7.286612572195774,20.26090706687961,-44.0306898390994,2.906206000000001,10.519522393918358,1.1960437,1.0,0
56.46921136036221,25.91649075166607,7.026509807199092,19.50747216059418,-44.04160172413718,3.115971,10.210677283799498,1.2229246,1.0,0
