cluster,parallax_count,parallax_mean,parallax_std,parallax_min,parallax_median,parallax_max,pmra_count,pmra_mean,pmra_std,pmra_min,pmra_median,pmra_max,pmdec_count,pmdec_mean,pmdec_std,pmdec_min,pmdec_median,pmdec_max,color_count,color_mean,color_std,color_min,color_median,color_max,M_G_count,M_G_mean,M_G_std,M_G_min,M_G_median,M_G_max,ruwe_count,ruwe_mean,ruwe_std,ruwe_min,ruwe_median,ruwe_max
0,1151,7.290933616618426,0.49931142614451457,4.584104813106562,7.349364198624109,9.345195005657644,1151,19.686053859065357,2.2445978548191725,2.5787082809187,19.8061014454413,31.71315388206536,1151,-44.92483258083323,3.0853572101284037,-57.5267606128068,-45.33844201798303,-19.679762115959107,1151,2.5515694820156387,0.9260612576393776,-0.0804660000000003,2.924084000000001,4.218690000000002,1151,9.908584624729594,2.9568886808001267,-0.4976068141167964,10.784652587291529,15.176910086092228,1151,1.045774707141616,0.09082966748154388,0.69251686,1.0408431,1.3925788
1,122035,0.9056704256039626,0.8375254048506681,0.0001067483143176,0.6552634847518931,7.683110586910613,122035,2.6664115749822743,6.211842056239896,-36.71808047075242,1.3967454358398217,61.9232931893081,122035,-4.280871463028846,6.24799174282405,-61.2092730239624,-2.62054214641787,28.998182139668536,122035,1.5407964695890524,0.5516797218117798,-0.4418279999999974,1.402704,3.984793,122035,7.211825174416829,2.927729051021104,-10.42441937072186,7.200315011296159,15.248845421270024,122035,1.0225324607609294,0.06565715221014991,0.7095559,1.0156881,1.3998619
