,parallax,pmra,pmdec,color,M_G,ruwe
mean,7.290933616618426,19.686053859065353,-44.92483258083323,2.551569482015639,9.908584624729594,1.0457747071416161
std,0.49931142614451446,2.2445978548191756,3.0853572101284046,0.9260612576393782,2.9568886808001276,0.09082966748154395
median,7.349364198624109,19.8061014454413,-45.33844201798303,2.924084000000001,10.784652587291529,1.0408431
